age,interest,success
22.897632364395825,75.13399847171617,1.0
37.283759920966716,77.30922571371191,1.0
28.550534403403656,24.91141924255007,0.0
13.304347758765944,56.602670814887155,1.0
13.066198841031607,13.764800220892244,0.0
30.97588645116374,29.17000771892407,0.0
26.255691956658108,77.95009290597778,1.0
28.331599774991087,28.758065158046755,0.0
25.85954889475759,25.428361349927048,0.0
23.804936957634904,25.539422385140604,0.0
24.700891649168433,63.605891106391724,1.0
30.725178396539356,61.3898199162949,1.0
31.884652838241692,31.368189921571087,0.0
35.65467152000384,32.40569964386405,1.0
19.01469006533791,59.61986335036869,1.0
25.72921725835819,65.31201732597175,1.0
8.796109930390765,17.290697075652655,0.0
26.552685137549922,20.39307770837148,0.0
39.23019616180673,76.75589010641744,1.0
34.44794993847983,64.67621759071588,1.0
38.05304277350563,39.800941616739024,1.0
31.683763922890922,56.7233060065461,0.0
22.013731525860102,33.37304572201428,0.0
25.56681821988409,24.743616264059053,0.0
33.031392132583534,66.32272092935528,1.0
21.36422783177834,72.06730503401944,1.0
18.363133118780382,55.31815995209968,1.0
18.626726734036257,72.31420409061815,1.0
43.13382597482036,62.659305830454166,1.0
16.984247185895015,73.12625402048415,1.0
14.485035625801405,29.61112853054791,1.0
13.914701525879746,49.72479167836665,1.0
27.789327211450594,25.6514744671146,1.0
19.5497877470253,89.9515159492729,1.0
12.012246461076622,50.87668720474989,1.0
36.06120711989145,27.152585997922845,1.0
11.693838024322421,20.326787932378405,0.0
28.04317445144412,96.18334151255306,1.0
26.591592834420226,48.588818347390976,0.0
23.472600287965967,33.18771625157569,0.0
33.60627084973838,30.049935574923648,0.0
13.972922183307531,37.71869000558112,1.0
30.77007083239079,52.0639691933977,1.0
35.01452453146482,30.953355583849007,1.0
15.982843717477667,84.09975409704109,1.0
21.47578408433513,46.8917256722473,0.0
39.085745307089354,82.35579989161677,1.0
35.76408124414765,64.11781909179803,1.0
34.450097287687754,36.772148768986824,0.0
18.968281955614614,41.2604019708047,0.0
30.48903973230251,29.215708793522715,0.0
16.586771415551507,40.69751574966641,0.0
45.773728755936816,66.8913824980668,1.0
18.78134667891066,81.19585848466828,1.0
15.660874061847004,65.72318459613261,0.0
2.3475599373326848,23.951543668358358,0.0
23.164317920542395,39.546356291201356,0.0
35.677383833948326,69.86405716118718,1.0
26.594257185644064,63.57952941882142,1.0
19.37065187054506,-0.8528003102534427,0.0
20.92192349807989,33.12388426087917,0.0
26.271454404810193,74.78137599528051,1.0
34.34864088950819,35.570903476316154,0.0
38.417336572294474,65.38412743570412,1.0
37.429104267558,36.12644123911542,1.0
30.395503143478464,21.53302315843377,0.0
34.28409314706064,30.0129237764998,0.0
31.382707751657478,37.52327020412208,0.0
21.365404957877978,37.079431680867174,0.0
8.395443514758428,15.224778762531436,0.0
28.14107763187165,25.66833445356149,0.0
30.368808293710142,30.941048266513523,0.0
18.767323599733267,59.717665220880654,1.0
6.654618630326193,26.567869049099254,0.0
7.960474625494461,34.57341857473332,0.0
21.62398783788681,22.09784077185565,0.0
14.722865548300602,83.22624034055937,1.0
26.94221102722213,34.57118061108205,0.0
12.691605145086777,27.305619982071704,0.0
31.452201408661747,33.08832620412272,0.0
28.792336214524155,57.29234484325986,1.0
5.753731535592982,54.77278895223635,1.0
18.85854711044228,53.77772344751035,1.0
23.761256877389407,65.72066310067109,1.0
16.999774789524228,38.15054171983307,0.0
19.757180753881165,16.78885450672377,0.0
16.247652536067168,87.72903588739771,1.0
34.375992785429204,30.7884605456422,0.0
9.41698879891357,40.55047722947783,1.0
28.614881642034096,72.45689352705561,1.0
4.951551653224165,48.308650791465766,1.0
18.144524163611592,2.4567284649778016,0.0
34.67605589332521,34.76501642402954,1.0
9.057018165707092,53.22017791921151,1.0
37.739005640783674,32.5737330911022,1.0
23.191980254753226,21.234282503033,0.0
30.131508228607835,25.56779002716243,0.0
34.66104275917686,71.04699317610314,1.0
14.98055497712335,31.206159587809573,0.0
20.6914527676473,30.51212613600043,0.0
29.15475064739889,20.14108092221734,0.0
22.388330035504644,85.9570445068753,1.0
25.38123844789103,77.76584215252402,1.0
33.94707822509285,25.733620884525585,0.0
22.03769004746679,70.17048318002614,1.0
18.995046325550167,92.06788736315481,1.0
29.882410054804613,30.77854643250591,0.0
31.25451372942595,64.78564434259145,1.0
7.665505983372621,8.339753473604922,0.0
15.576946151692688,68.61552522260025,1.0
24.44546215248881,63.13989046199688,1.0
8.35164470730214,20.17897270092878,0.0
10.93354507450068,36.212383764669646,0.0
34.904678625503806,34.79168036869764,1.0
33.691858456393625,64.93168922078574,1.0
28.466464395936672,27.433187376967286,0.0
5.861192778396735,18.027870563233474,0.0
17.0395899658026,52.18879028836608,0.0
9.461859162227448,18.603253236420734,0.0
32.47175354203911,72.85441600531745,1.0
27.581571229909134,68.18848898960383,1.0
17.00214811766429,19.862323836304885,0.0
31.568622457071115,43.809895264664604,0.0
23.72492131103109,76.05503494481374,1.0
18.227523317669117,50.52327478653649,1.0
40.37312300666534,31.696805712501774,1.0
30.127535193115666,22.73254741790155,0.0
33.97345483230605,87.87080012234901,1.0
28.149877929814693,66.1028214518591,1.0
12.513099153847348,51.559724352397396,1.0
30.668938554369745,60.76493978416347,1.0
17.81077498081423,54.46964820784451,1.0
18.400920409543456,52.78928086009724,1.0
16.13496773860604,25.504758799157614,0.0
20.553124096741406,50.520543052126214,1.0
16.67572884679545,46.66285571387973,1.0
23.18945706607807,44.78193591212108,0.0
7.520001909433102,58.24977696078263,1.0
32.031121362248015,26.6948435691824,0.0
24.592676510134986,73.01338568235663,1.0
18.88497353947916,28.689067178023787,0.0
29.260799383631014,66.24084366516107,1.0
34.72402464710933,69.92263572071536,1.0
16.73208669076968,24.305904851855807,0.0
20.806300839086386,66.85337162269322,1.0
23.283644358742954,40.61402715540787,0.0
23.01230302223842,74.48111290644117,1.0
42.99070185624848,67.28967291642394,1.0
10.518036728656927,57.320595548068646,1.0
13.945600121934296,63.99192163295247,1.0
11.847342794388165,74.3752547741467,1.0
16.858012927723045,48.008461903006726,1.0
35.64207467641255,34.763747328332514,1.0
18.295360048539177,31.519039825688697,0.0
18.308514033847413,54.00488830513858,1.0
28.979245091323172,25.29294968361065,0.0
20.1098282120031,24.05451423260204,0.0
16.355281239890928,17.577334777236313,0.0
16.73847960943319,60.1677029438781,1.0
39.69761562849706,68.60649539183527,1.0
27.67947482906676,62.25719976118335,1.0
24.93129082662273,48.16780001436354,0.0
9.538618817183576,68.037786384404,1.0
26.839334910493225,27.86445131195929,0.0
33.06765108211869,29.87623805525101,0.0
40.35605272313184,77.87124301012156,1.0
17.554073915590138,30.545390004887967,0.0
29.671808997454313,61.30025109019899,1.0
18.446888785712225,14.780699962181485,0.0
11.487716416183094,64.0445737348392,1.0
25.597028361420037,80.62370914497454,1.0
18.824842571624668,49.52105861367957,1.0
20.43611496859677,45.695925975366904,1.0
28.962337870294725,29.452105044771887,0.0
7.77374642378591,1.5689682281489183,0.0
34.99036585466623,63.3287670905408,1.0
17.242629648705723,64.99155432112484,1.0
32.02202297000941,28.056575966066152,0.0
11.398119838444142,20.342853211048148,0.0
30.647957353136253,27.52354777561976,0.0
14.365210458902066,63.502861418739606,1.0
14.179192739828057,42.69082545650981,1.0
29.982094169392802,25.93739744367148,0.0
24.357659684982526,77.7133380145908,1.0
12.254378576162877,32.80263664460768,0.0
23.395121870014503,22.814213227317186,0.0
14.379394307906782,44.31371741633916,1.0
15.968823037729841,8.780899705530935,0.0
15.311364966453873,51.26075825755457,1.0
33.43104837223678,34.36248258725433,0.0
30.011627048282968,22.84791041808839,0.0
25.584879165073094,58.84573985634189,1.0
19.541456717290117,58.76175018382214,1.0
18.80612133230776,48.93792103463198,0.0
34.68347485704665,29.252257193107038,1.0
25.311326162400178,68.95233396175385,1.0
22.242480101358392,73.12085433561484,1.0
26.40249804345035,84.60236078898402,1.0
38.11002741110839,64.86965686956765,1.0
15.59503924655213,59.572707207244314,1.0
7.78421677075154,2.754831367719176,0.0
18.91461532844346,60.449876965947574,1.0
26.303574725937516,27.935351767661338,0.0
27.727927865896774,27.688065740290423,0.0
21.284583974758768,28.345179348614078,0.0
34.36046522353759,29.31044285406705,0.0
16.16663163414396,24.01052807272257,0.0
16.671398181117592,40.172301412607496,0.0
19.01659145214282,-0.5522756273623459,0.0
13.027909585869207,13.73558088565394,0.0
27.69722043244656,18.79930873044457,0.0
15.150959253231212,72.00035189274033,1.0
22.264378023180527,68.45345864374156,1.0
25.677420435375296,90.11821152604664,1.0
21.215594300323012,48.265519608371235,1.0
