is_canceled,deposit_type,lead_time,stays_in_weekend_nights,stays_in_week_nights,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr
0,No Deposit,24.0,0,4,0.0,0,0,0,0,90.0
0,No Deposit,269.0,2,3,,0,0,0,0,80.0
0,No Deposit,82.0,0,3,0.0,0,0,1,0,176.8
0,No Deposit,28.0,0,2,0.0,0,0,0,0,100.0
0,No Deposit,156.0,0,4,0.0,0,0,0,0,102.8
0,No Deposit,35.0,2,2,0.0,0,0,1,0,144.63
0,No Deposit,4.0,2,3,0.0,0,0,0,0,27.0
0,No Deposit,30.0,2,3,0.0,0,0,4,14,0.0
0,No Deposit,141.0,0,2,0.0,0,0,0,0,80.1
0,No Deposit,3.0,1,0,0.0,0,0,0,0,47.0
0,No Deposit,30.0,1,1,0.0,0,0,1,0,101.15
0,No Deposit,26.0,0,2,0.0,0,0,0,0,130.0
0,No Deposit,116.0,1,2,0.0,0,0,0,0,60.98
0,No Deposit,41.0,0,2,0.0,0,0,0,0,62.0
0,No Deposit,103.0,0,3,0.0,0,0,0,0,159.84
0,No Deposit,54.0,1,3,0.0,0,0,0,0,161.1
0,No Deposit,148.0,1,2,0.0,0,0,0,0,162.0
0,No Deposit,22.0,0,3,0.0,0,0,1,0,91.33
0,No Deposit,4.0,0,2,0.0,0,0,0,0,0.0
0,No Deposit,97.0,2,3,0.0,0,0,0,0,121.14
0,No Deposit,6.0,1,1,0.0,0,0,0,0,97.0
0,No Deposit,26.0,2,5,0.0,0,0,0,0,62.0
0,No Deposit,2.0,0,1,0.0,0,0,0,0,115.0
0,No Deposit,287.0,1,3,0.0,0,0,2,0,62.5
0,No Deposit,134.0,0,1,0.0,0,0,0,0,75.0
0,No Deposit,250.0,0,1,0.0,0,0,0,0,121.0
0,No Deposit,100.0,2,1,0.0,0,0,0,0,94.5
0,No Deposit,287.0,1,3,0.0,0,0,0,0,44.5
0,No Deposit,68.0,2,5,0.0,0,0,1,0,176.64
0,No Deposit,52.0,1,3,0.0,0,0,1,0,173.0
0,No Deposit,2.0,0,1,0.0,0,0,0,0,130.0
0,No Deposit,4.0,1,1,0.0,0,0,0,0,112.0
0,No Deposit,106.0,2,1,0.0,0,0,0,0,141.9
0,No Deposit,17.0,1,3,0.0,0,0,0,0,36.0
0,No Deposit,29.0,2,7,0.0,0,0,0,0,146.11
0,No Deposit,11.0,2,1,0.0,0,0,0,0,
0,No Deposit,31.0,0,3,0.0,0,0,0,0,90.0
0,No Deposit,291.0,1,2,0.0,0,0,1,0,126.0
0,No Deposit,4.0,0,2,0.0,0,0,0,0,62.0
0,No Deposit,44.0,0,3,0.0,0,0,0,0,100.8
0,No Deposit,58.0,2,0,0.0,0,0,0,0,54.6
0,No Deposit,1.0,0,1,0.0,0,0,0,0,42.0
0,No Deposit,237.0,4,10,0.0,0,0,0,0,82.0
0,No Deposit,3.0,0,2,0.0,0,0,0,0,169.0
0,No Deposit,301.0,4,10,0.0,0,0,0,0,77.85
0,No Deposit,103.0,0,2,0.0,0,0,0,0,50.0
0,No Deposit,0.0,1,0,0.0,0,0,0,0,35.0
0,No Deposit,192.0,0,2,0.0,0,0,0,0,95.0
0,No Deposit,1.0,0,3,0.0,0,0,0,0,177.0
0,No Deposit,174.0,2,2,0.0,0,0,0,0,89.4
0,No Deposit,51.0,2,3,0.0,0,0,0,0,149.4
0,No Deposit,100.0,1,1,0.0,0,0,0,0,73.8
0,No Deposit,2.0,0,0,0.0,0,0,0,0,0.0
0,No Deposit,37.0,0,3,0.0,0,0,1,0,152.0
0,No Deposit,126.0,0,4,0.0,0,0,0,0,90.95
0,No Deposit,6.0,0,2,0.0,0,0,0,0,48.0
0,No Deposit,82.0,1,3,0.0,0,0,0,0,87.0
0,No Deposit,96.0,2,4,0.0,0,0,0,0,119.7
0,No Deposit,184.0,4,6,0.0,0,0,1,0,
0,No Deposit,152.0,2,4,0.0,0,0,1,0,60.0
0,No Deposit,72.0,0,3,0.0,0,0,0,0,75.0
0,No Deposit,11.0,0,2,0.0,0,0,0,0,35.0
0,No Deposit,10.0,2,1,0.0,0,0,2,0,162.33
0,No Deposit,316.0,0,3,0.0,0,0,0,0,110.0
0,No Deposit,54.0,1,1,0.0,0,0,1,0,122.5
0,No Deposit,21.0,1,5,0.0,0,0,0,0,35.46
0,No Deposit,3.0,0,2,0.0,0,0,0,0,45.0
0,No Deposit,3.0,1,0,0.0,0,0,0,0,96.0
0,No Deposit,71.0,0,1,1.0,0,32,0,0,0.0
0,No Deposit,377.0,0,2,0.0,0,0,0,0,115.0
0,No Deposit,178.0,0,3,0.0,0,0,0,0,89.1
0,No Deposit,3.0,0,1,0.0,0,0,0,0,30.0
0,No Deposit,72.0,0,3,0.0,0,0,0,58,85.67
0,No Deposit,3.0,1,1,0.0,0,0,0,0,100.5
0,No Deposit,19.0,0,1,0.0,0,0,0,0,
0,No Deposit,205.0,2,8,0.0,0,0,0,0,82.35
0,No Deposit,2.0,0,1,0.0,0,0,0,0,153.62
0,No Deposit,2.0,0,2,0.0,0,0,1,0,164.0
0,No Deposit,1.0,1,3,0.0,0,0,0,0,120.0
0,No Deposit,8.0,0,2,0.0,0,0,0,0,38.0
0,No Deposit,38.0,1,1,0.0,0,0,1,0,170.57
0,No Deposit,90.0,2,1,0.0,0,0,0,0,75.0
0,No Deposit,44.0,0,1,,0,0,0,0,189.9
0,No Deposit,3.0,1,0,0.0,0,0,0,0,0.0
0,No Deposit,259.0,0,4,0.0,0,0,0,0,73.95
0,No Deposit,19.0,0,2,0.0,0,0,2,0,162.0
0,No Deposit,196.0,2,3,0.0,0,0,0,0,115.0
0,No Deposit,179.0,2,0,0.0,0,0,0,0,74.25
0,No Deposit,192.0,0,2,0.0,0,0,0,0,95.0
0,No Deposit,238.0,0,3,0.0,0,0,0,0,80.0
0,No Deposit,0.0,1,3,0.0,0,0,0,0,165.0
0,No Deposit,13.0,1,0,0.0,0,0,1,0,85.0
0,No Deposit,174.0,1,3,0.0,0,0,1,0,55.8
0,No Deposit,1.0,1,3,0.0,0,0,0,0,48.43
0,No Deposit,43.0,1,2,0.0,0,0,0,0,42.6
0,No Deposit,1.0,0,1,1.0,0,2,0,0,65.0
0,No Deposit,83.0,3,7,0.0,0,0,1,0,202.0
0,No Deposit,46.0,1,1,0.0,0,0,1,0,163.8
0,No Deposit,2.0,1,1,0.0,0,0,0,0,211.0
0,No Deposit,8.0,0,1,0.0,0,4,0,0,25.0
0,No Deposit,189.0,0,3,0.0,0,0,0,0,65.0
0,No Deposit,20.0,0,2,0.0,0,0,1,0,67.22
0,No Deposit,6.0,0,2,1.0,0,1,0,0,59.0
0,No Deposit,201.0,4,10,0.0,0,0,0,0,112.7
0,No Deposit,0.0,3,7,0.0,0,0,0,0,52.0
0,No Deposit,12.0,0,3,0.0,0,0,1,0,85.33
0,No Deposit,30.0,1,5,0.0,0,0,0,0,65.4
0,No Deposit,16.0,0,3,0.0,0,0,0,0,75.0
0,No Deposit,12.0,0,3,0.0,0,0,0,0,60.0
0,No Deposit,159.0,2,1,0.0,0,0,0,0,130.0
0,No Deposit,88.0,1,1,0.0,0,0,0,77,112.2
0,No Deposit,123.0,1,1,0.0,0,0,0,0,64.0
0,No Deposit,163.0,0,5,0.0,0,0,2,0,
0,No Deposit,183.0,2,1,0.0,0,0,0,0,105.3
0,No Deposit,30.0,0,4,0.0,0,0,0,0,146.3
0,No Deposit,151.0,1,0,0.0,0,0,3,0,67.15
0,No Deposit,7.0,2,2,0.0,0,0,0,0,100.1
0,No Deposit,127.0,1,2,0.0,0,0,4,0,77.0
0,No Deposit,80.0,0,2,0.0,0,0,1,0,86.47
0,No Deposit,28.0,1,0,0.0,0,0,1,0,199.0
0,No Deposit,0.0,2,5,0.0,0,0,1,0,131.67
0,No Deposit,93.0,1,1,0.0,0,0,0,0,126.9
0,No Deposit,61.0,0,2,0.0,0,0,1,0,192.0
0,No Deposit,85.0,2,5,0.0,0,0,0,0,97.02
0,No Deposit,112.0,1,1,0.0,0,0,0,0,139.8
0,No Deposit,8.0,0,1,0.0,0,0,0,0,245.0
0,No Deposit,338.0,1,2,0.0,0,0,0,68,90.67
0,No Deposit,11.0,1,2,0.0,0,0,1,0,46.0
0,No Deposit,187.0,0,2,0.0,0,0,0,0,86.5
0,No Deposit,82.0,2,4,0.0,0,0,0,0,114.0
0,No Deposit,13.0,0,3,0.0,0,0,1,0,129.2
0,No Deposit,11.0,0,3,0.0,0,0,0,0,65.0
0,No Deposit,126.0,2,4,0.0,0,0,0,0,117.0
0,No Deposit,112.0,0,4,0.0,0,0,0,0,72.5
0,No Deposit,16.0,2,2,0.0,0,0,0,0,42.5
0,No Deposit,14.0,1,3,0.0,0,0,0,0,99.0
0,No Deposit,101.0,2,5,0.0,0,0,0,0,37.0
0,No Deposit,18.0,0,2,0.0,0,0,0,0,186.0
0,No Deposit,37.0,1,3,0.0,0,0,0,0,70.69
0,No Deposit,78.0,0,3,0.0,0,0,0,0,114.9
0,No Deposit,46.0,0,2,0.0,0,0,1,0,77.93
0,Refundable,169.0,0,3,0.0,0,0,1,0,66.0
0,No Deposit,12.0,2,5,0.0,0,0,0,0,89.25
0,No Deposit,168.0,0,2,0.0,0,0,1,0,50.0
0,No Deposit,17.0,0,1,0.0,0,0,2,0,165.0
0,No Deposit,0.0,0,2,0.0,0,0,1,0,67.0
0,No Deposit,7.0,0,2,0.0,0,0,0,0,215.0
0,No Deposit,50.0,2,5,0.0,0,0,0,0,216.0
0,No Deposit,44.0,0,1,0.0,0,0,1,0,219.6
0,No Deposit,35.0,2,5,0.0,0,0,1,0,54.0
0,No Deposit,214.0,2,6,0.0,0,0,1,0,100.51
0,No Deposit,11.0,0,2,0.0,0,0,0,0,66.3
0,No Deposit,89.0,2,3,0.0,0,0,0,0,107.1
0,No Deposit,4.0,0,1,1.0,0,3,0,0,59.0
0,No Deposit,16.0,0,2,0.0,0,0,0,0,120.0
0,No Deposit,1.0,0,1,0.0,0,0,0,0,75.0
0,No Deposit,17.0,2,2,0.0,0,0,0,0,
0,No Deposit,117.0,2,2,0.0,0,0,0,0,123.3
0,No Deposit,224.0,1,3,0.0,0,0,0,0,73.37
0,No Deposit,42.0,0,1,0.0,0,0,0,0,117.9
0,No Deposit,47.0,2,1,0.0,0,0,0,0,62.0
0,No Deposit,123.0,2,3,0.0,0,0,0,0,120.24
0,No Deposit,98.0,1,2,0.0,0,0,1,0,75.0
0,No Deposit,9.0,0,1,0.0,0,0,0,0,159.0
0,No Deposit,84.0,1,3,0.0,0,0,0,0,170.0
0,No Deposit,1.0,2,1,0.0,0,0,0,0,74.95
0,No Deposit,214.0,2,5,0.0,0,0,0,0,52.2
0,No Deposit,17.0,2,3,0.0,0,0,0,0,96.0
0,No Deposit,112.0,1,1,0.0,0,0,0,0,99.95
0,No Deposit,75.0,1,3,0.0,0,0,0,0,75.0
0,No Deposit,21.0,0,1,0.0,0,0,0,0,85.0
0,No Deposit,45.0,1,3,0.0,0,0,0,0,182.18
0,No Deposit,54.0,2,1,0.0,0,0,0,0,146.92
0,No Deposit,0.0,1,2,1.0,0,9,0,0,75.0
0,No Deposit,29.0,0,4,0.0,0,0,0,0,68.0
0,No Deposit,42.0,1,1,,0,0,0,0,127.5
0,No Deposit,3.0,0,1,0.0,0,0,0,0,35.0
0,No Deposit,11.0,0,1,0.0,0,0,0,0,115.0
0,No Deposit,518.0,2,1,0.0,0,0,0,0,112.67
0,No Deposit,205.0,2,2,0.0,0,0,0,0,55.5
0,No Deposit,336.0,2,3,0.0,0,0,2,0,60.0
0,No Deposit,147.0,2,1,0.0,0,0,0,0,102.3
0,No Deposit,385.0,1,4,0.0,0,0,1,0,55.0
0,No Deposit,6.0,1,2,0.0,0,0,0,0,
0,No Deposit,205.0,0,3,0.0,0,0,0,0,129.72
0,No Deposit,4.0,2,3,0.0,0,0,0,0,92.4
0,No Deposit,0.0,0,1,1.0,0,3,0,0,48.0
0,No Deposit,22.0,1,0,0.0,0,0,0,0,109.0
0,No Deposit,82.0,2,3,0.0,0,0,1,0,51.76
0,No Deposit,383.0,0,3,0.0,0,0,0,0,54.0
0,No Deposit,223.0,2,5,0.0,0,0,0,0,125.1
0,No Deposit,73.0,1,4,0.0,0,0,0,0,37.8
0,No Deposit,13.0,0,1,0.0,0,0,0,0,105.0
0,No Deposit,115.0,2,5,0.0,0,0,0,0,82.45
0,No Deposit,9.0,0,1,0.0,0,0,0,0,39.0
0,No Deposit,1.0,1,2,0.0,0,0,1,0,105.0
0,No Deposit,11.0,2,2,0.0,0,0,0,0,139.0
0,No Deposit,7.0,1,2,0.0,0,0,2,0,66.0
0,No Deposit,61.0,2,0,0.0,0,0,0,0,
0,No Deposit,19.0,0,1,0.0,0,0,0,0,77.0
0,No Deposit,147.0,1,2,0.0,0,0,0,0,80.1
0,No Deposit,48.0,0,3,0.0,0,0,0,0,152.1
0,No Deposit,224.0,2,3,0.0,0,0,0,0,83.3
0,No Deposit,257.0,0,4,0.0,0,0,0,0,102.5
0,No Deposit,0.0,1,2,1.0,0,16,0,0,65.0
0,No Deposit,67.0,1,1,0.0,0,0,0,0,102.6
0,No Deposit,253.0,0,3,0.0,0,0,0,0,78.3
0,No Deposit,1.0,2,1,0.0,0,0,2,0,92.0
0,No Deposit,2.0,1,0,0.0,0,0,0,0,118.58
0,No Deposit,4.0,1,3,0.0,0,0,0,0,181.79
0,No Deposit,26.0,2,1,0.0,0,0,1,0,64.96
0,No Deposit,7.0,0,2,0.0,0,0,2,0,65.0
0,No Deposit,15.0,1,2,0.0,0,0,0,0,118.0
0,No Deposit,3.0,1,1,0.0,0,0,0,0,103.0
0,No Deposit,4.0,1,0,0.0,0,0,0,0,39.0
0,No Deposit,3.0,1,1,0.0,0,0,0,0,48.0
0,No Deposit,7.0,1,3,0.0,0,0,0,0,87.04
0,No Deposit,51.0,1,2,0.0,0,0,0,0,106.2
0,No Deposit,0.0,0,3,0.0,0,0,3,0,18.6
0,No Deposit,154.0,0,3,0.0,0,0,0,0,177.3
0,No Deposit,63.0,2,5,0.0,0,0,0,0,209.29
0,No Deposit,91.0,0,3,0.0,0,0,0,0,115.0
0,No Deposit,126.0,0,3,0.0,0,0,0,0,108.0
0,No Deposit,49.0,2,3,0.0,0,0,0,0,90.1
0,No Deposit,68.0,1,1,0.0,0,0,0,0,93.6
0,No Deposit,179.0,2,1,0.0,0,0,1,0,108.9
0,No Deposit,60.0,0,4,0.0,0,0,0,0,68.0
0,No Deposit,5.0,0,1,0.0,0,0,0,0,119.0
0,No Deposit,346.0,0,2,0.0,0,0,0,0,115.0
0,No Deposit,11.0,2,0,0.0,0,0,0,0,160.0
0,No Deposit,3.0,1,1,0.0,0,0,1,0,95.0
0,No Deposit,132.0,1,1,0.0,0,0,0,0,152.1
0,No Deposit,191.0,0,3,0.0,0,0,1,0,95.0
0,No Deposit,12.0,0,3,0.0,0,0,1,0,85.33
0,No Deposit,179.0,1,3,0.0,0,0,0,0,126.2
0,No Deposit,2.0,0,2,0.0,0,0,0,0,117.65
0,No Deposit,104.0,2,1,0.0,0,0,0,0,
0,No Deposit,94.0,1,3,0.0,0,0,0,0,70.0
0,No Deposit,22.0,8,20,0.0,0,0,1,0,72.21
0,No Deposit,136.0,2,5,0.0,0,0,0,0,61.02
0,No Deposit,40.0,2,2,0.0,0,0,0,0,63.0
0,No Deposit,4.0,1,2,0.0,0,0,0,0,98.0
0,No Deposit,90.0,0,3,0.0,0,0,0,0,130.5
0,No Deposit,192.0,0,2,0.0,0,0,0,0,95.0
0,No Deposit,155.0,4,5,0.0,0,0,1,0,102.9
0,No Deposit,68.0,0,2,0.0,0,0,0,0,65.0
0,No Deposit,218.0,0,2,0.0,0,0,0,0,54.0
0,No Deposit,0.0,0,1,1.0,1,25,0,0,45.0
0,No Deposit,17.0,2,2,0.0,0,0,0,0,93.0
0,No Deposit,96.0,4,7,0.0,0,0,0,0,50.55
0,No Deposit,134.0,0,1,0.0,0,0,0,0,75.0
0,No Deposit,67.0,0,2,0.0,0,0,0,0,105.0
0,No Deposit,0.0,0,0,1.0,0,0,0,0,0.0
0,No Deposit,81.0,0,3,0.0,0,0,1,0,49.0
0,No Deposit,434.0,2,1,0.0,0,0,0,0,112.67
0,No Deposit,86.0,2,1,0.0,0,0,0,0,193.08
0,No Deposit,20.0,0,4,0.0,0,0,0,0,80.85
0,No Deposit,9.0,0,5,0.0,0,0,0,0,44.56
0,No Deposit,122.0,2,1,0.0,0,0,1,0,86.0
0,No Deposit,6.0,1,3,0.0,0,0,0,0,161.5
0,No Deposit,396.0,2,0,0.0,0,0,0,0,122.4
0,No Deposit,156.0,1,3,0.0,0,0,0,0,122.63
0,No Deposit,14.0,0,2,0.0,0,0,0,0,88.0
0,No Deposit,10.0,0,3,0.0,0,0,0,0,55.33
0,No Deposit,40.0,0,5,,0,0,2,0,108.0
0,No Deposit,42.0,2,2,0.0,0,0,0,0,152.1
0,No Deposit,25.0,2,0,0.0,0,0,0,0,105.0
0,No Deposit,32.0,0,2,0.0,0,0,2,0,37.8
0,No Deposit,4.0,1,0,0.0,0,0,0,0,133.98
0,No Deposit,0.0,2,1,0.0,0,0,0,0,96.33
0,No Deposit,128.0,0,2,0.0,0,0,0,0,207.9
0,No Deposit,73.0,0,2,,0,0,1,0,90.0
0,No Deposit,13.0,0,1,0.0,0,0,0,0,139.0
0,No Deposit,4.0,1,3,0.0,0,0,1,0,88.0
0,No Deposit,35.0,0,2,0.0,0,0,0,0,277.0
0,No Deposit,18.0,2,2,0.0,0,0,0,0,29.0
0,No Deposit,58.0,1,1,0.0,0,0,0,0,207.9
0,No Deposit,39.0,2,1,0.0,0,0,0,0,66.4
0,No Deposit,30.0,2,1,0.0,0,0,0,0,93.0
0,No Deposit,110.0,0,4,0.0,0,0,0,69,70.0
0,No Deposit,1.0,0,1,0.0,0,0,1,0,0.0
0,No Deposit,35.0,0,4,0.0,0,0,0,0,131.8
0,No Deposit,6.0,1,3,0.0,0,0,1,0,91.75
0,No Deposit,198.0,1,1,0.0,0,0,0,0,96.0
0,No Deposit,77.0,0,1,0.0,0,0,0,0,125.1
0,No Deposit,209.0,2,3,0.0,0,0,0,0,
0,No Deposit,49.0,0,3,0.0,0,0,0,0,67.91
0,No Deposit,12.0,0,1,0.0,0,0,0,0,
0,No Deposit,208.0,1,3,0.0,0,0,0,0,101.38
0,No Deposit,58.0,0,2,0.0,0,0,0,0,108.0
0,No Deposit,32.0,0,2,0.0,0,0,0,0,75.0
0,No Deposit,55.0,2,3,0.0,0,0,0,0,72.25
0,No Deposit,3.0,0,2,0.0,0,0,0,0,128.0
0,No Deposit,221.0,1,3,0.0,0,0,0,0,138.6
0,No Deposit,0.0,0,1,0.0,0,0,0,0,150.0
0,No Deposit,0.0,0,2,0.0,0,0,0,0,121.0
0,No Deposit,316.0,0,3,0.0,0,0,0,0,110.0
0,No Deposit,17.0,0,3,,0,0,0,0,221.0
0,No Deposit,414.0,0,2,0.0,0,0,0,0,122.4
0,No Deposit,151.0,0,2,0.0,0,0,2,63,71.0
0,No Deposit,3.0,0,1,1.0,0,7,0,0,45.0
0,No Deposit,286.0,0,2,0.0,0,0,0,44,58.5
0,No Deposit,0.0,1,1,1.0,0,1,1,0,43.0
0,No Deposit,12.0,0,4,0.0,0,0,0,0,26.1
0,No Deposit,13.0,0,2,0.0,0,0,0,0,45.0
0,No Deposit,53.0,2,5,0.0,0,0,0,0,74.8
0,No Deposit,135.0,2,4,0.0,0,0,0,0,198.0
0,No Deposit,135.0,2,1,0.0,0,0,0,0,62.0
0,No Deposit,4.0,2,1,0.0,0,0,0,0,91.0
0,No Deposit,17.0,2,5,0.0,0,0,1,0,75.0
0,No Deposit,0.0,0,1,0.0,0,0,0,0,40.0
0,No Deposit,59.0,1,2,0.0,0,0,0,0,130.0
0,No Deposit,7.0,0,1,0.0,0,0,0,0,125.0
0,No Deposit,1.0,0,1,1.0,0,4,0,0,45.0
0,No Deposit,8.0,1,3,0.0,0,0,0,0,128.5
0,No Deposit,105.0,2,3,0.0,0,0,0,0,
0,No Deposit,110.0,2,2,0.0,0,0,0,0,81.2
0,No Deposit,3.0,1,4,0.0,0,0,1,0,94.35
0,No Deposit,2.0,0,0,0.0,0,0,0,0,0.0
0,No Deposit,56.0,2,5,0.0,0,0,0,0,49.43
0,No Deposit,150.0,0,2,0.0,0,0,0,0,130.05
0,No Deposit,86.0,1,3,0.0,0,0,0,0,104.4
0,No Deposit,27.0,2,2,1.0,0,3,0,0,45.0
0,No Deposit,0.0,0,0,1.0,0,0,0,0,0.0
0,No Deposit,106.0,2,3,0.0,0,0,0,0,112.5
0,No Deposit,1.0,0,1,0.0,0,0,0,0,85.0
0,No Deposit,52.0,2,1,0.0,0,0,0,0,48.0
0,No Deposit,313.0,0,3,0.0,0,0,0,0,91.8
0,No Deposit,32.0,1,2,0.0,0,0,0,0,226.33
0,No Deposit,29.0,1,1,0.0,0,0,0,0,114.0
0,No Deposit,201.0,0,5,0.0,0,0,0,0,120.6
0,No Deposit,99.0,1,0,0.0,0,0,0,0,198.9
0,No Deposit,181.0,2,5,0.0,0,0,1,0,74.49
0,No Deposit,79.0,1,2,0.0,0,0,0,0,98.1
